age,height,educ,feduc,meduc,tenure,wexp,race,male,earn,totalwork
27,73,17,7,4,4,2,White,1,36.6,2295
51,71,12,5,4,29,9,White,1,34.32,2232
56,68,17,12,12,5,31,Other,1,187.63,3315
65,71,15,6,4,38,9,White,1,16.6,2000
56,74,17,8,8,28,1,White,1,72.67,2133
57,65,13,3,2,10,7,Black,1,17.68,1980
32,69,12,4,7,2,2,Black,1,38.46,1300
29,66,15,6,7,7,9,Black,1,17.42,3444
51,62,16,3,3,30,22,Black,0,28.19,3760
57,69,16,8,4,8,5,White,1,45.93,2286
55,69,16,6,6,29,1,White,1,10,2000
32,74,16,7,7,4,7,White,1,19.76,2024
33,68,16,4,4,6,14,White,1,56.12,1960
67,67,17,7,6,22,17,White,0,38.84,2271
62,74,17,7,6,35,2,White,1,103.72,1880
35,73,12,7,7,15,1,White,1,23.21,1680
29,70,16,8,8,1,1,White,1,48.06,2008
39,74,14,7,4,7,1,White,1,74.11,2024
52,70,17,2,6,18,20,White,1,147.06,2040
29,74,16,5,4,5,1,White,1,31.86,2040
52,66,17,5,5,15,13,White,1,28.32,2560
50,64,14,3,4,2,20,White,0,22.04,1225
37,71,16,4,4,15,6,White,1,23.92,1672
65,70,15,4,4,10,28,White,1,22.8,2000
71,71,12,4,4,8,18,White,1,11.18,1664
59,73,15,4,5,7,5,White,1,6.78,1328
36,71,13,6,6,2,14,White,1,14.4,1944
63,64,17,8,4,13,2,White,1,158.73,2205
58,65,17,8,4,17,3,White,1,74.79,2527
62,70,17,5,4,39,2,White,1,117.01,1470
31,69,17,8,5,2,4,White,1,61.9,2310
27,73,15,6,6,10,7,White,1,9.73,2056
62,74,16,2,3,28,3,Black,1,41.67,2016
45,69,17,12,12,6,7,Other,1,39.33,3000
41,68,14,6,6,3,10,Black,1,14.4,2500
36,64,14,7,7,1,2,Black,0,11.54,2080
40,74,16,4,4,14,3,White,1,33.77,2695
40,73,15,6,4,6,3,White,1,48.43,1270
38,75,17,6,6,1,7,White,1,27.4,2117
61,62,11,4,4,2,4,White,0,9.17,2071
42,73,13,7,4,6,4,White,1,44.18,2988
49,76,14,7,6,6,29,White,1,26.62,2160
57,75,14,4,4,4,23,White,1,18.73,2050
35,67,16,4,4,16,8,White,0,25,2080
31,74,11,6,4,14,7,White,1,16.35,2080
29,73,14,3,4,1,2,White,1,35.37,2064
66,62,17,3,4,17,20,White,0,13.59,1464
64,67,14,3,4,7,9,White,1,44.98,2112
39,63,17,6,7,3,5,White,0,28.46,2214
33,59,12,4,7,11,3,White,0,10.29,1944
30,71,12,3,4,5,11,White,1,19.61,2040
32,70,16,5,5,11,13,White,1,38.91,2827
49,73,13,2,3,4,13,White,1,20,2500
37,65,12,4,4,19,10,White,0,10.44,1600
54,65,13,2,2,33,24,White,0,47.47,2016
57,66,12,4,4,8,20,White,0,16.53,3024
30,69,12,8,6,9,2,White,1,79.57,1150
34,74,17,8,7,4,8,White,1,40,2500
31,70,16,6,6,1,5,White,1,50.24,2090
50,73,10,3,5,10,13,White,1,37.5,2000
50,63,17,3,4,9,9,Other,0,82.11,1912
26,67,17,4,8,3,5,Other,0,17.65,2550
67,67,14,7,6,3,10,White,1,17.49,1972
63,69,17,7,7,15,7,White,1,112.7,2440
41,71,14,6,6,2,1,White,1,35.42,2400
35,70,17,8,8,2,3,White,1,25.11,2210
33,64,17,7,7,12,2,Other,0,23.53,1976
28,68,17,7,7,5,1,White,1,37.64,2072
35,68,16,8,7,4,10,White,1,46.14,2124
36,71,17,8,8,4,14,White,1,55.56,1800
61,65,13,2,3,14,39,White,0,12.65,2450
36,68,17,7,7,13,12,White,1,38.25,2497
57,71,12,4,4,8,27,White,1,31.46,2352
34,74,16,7,7,5,10,White,1,26.13,2080
47,71,16,5,6,6,2,White,1,26.1,2490
32,62,17,7,4,7,1,White,0,41.16,1968
62,71,17,4,4,4,6,White,1,34.22,2250
29,74,16,4,4,3,2,White,1,14.94,2008
53,71,16,4,3,13,29,White,1,30.77,1992
32,70,12,5,5,12,8,White,1,3.13,2235
24,66,16,6,6,1,1,White,0,17.75,2000
57,66,12,3,4,12,37,White,1,1.68,1664
36,65,16,6,4,6,1,Black,0,37.1,1964
70,74,16,2,6,41,14,White,1,26.92,1040
74,70,16,2,6,10,18,White,1,45.76,1912
43,70,17,7,5,2,3,White,1,155.24,2480
48,68,17,4,6,10,16,Black,0,45.4,1696
35,67,16,4,6,8,2,Black,0,38.27,1960
52,68,14,4,4,2,20,Black,0,24.25,2000
31,83,17,4,5,2,7,Black,1,22.06,2040
38,59,12,7,5,2,3,White,0,12.83,2805
29,64,16,5,6,3,1,White,0,28.32,2048
61,68,11,3,3,1,9,White,1,31.28,2142
35,74,14,4,4,19,8,White,1,18.82,2550
38,70,14,4,4,4,15,White,1,21.31,2112
34,68,12,10,3,14,16,White,1,17.16,4080
64,70,12,2,4,18,34,White,1,44.29,1558
46,70,17,4,4,1,5,White,1,66.79,2695
37,62,13,3,6,3,11,Black,0,18.35,2040
38,70,12,4,4,12,9,Black,1,18.17,3302
31,70,14,4,4,4,7,White,1,8.65,4160
57,61,14,4,3,8,16,Black,0,25.33,1382
30,67,17,4,4,5,6,Black,0,23.92,2090
32,71,16,4,4,1,13,White,1,17.95,2150
30,74,14,4,7,3,1,White,1,42.16,2068
28,67,14,4,4,12,6,White,1,26.81,2350
48,67,12,2,4,16,27,White,1,19.22,2432
64,71,14,4,4,23,9,White,1,36.93,2112
27,71,12,7,6,4,6,White,1,45.9,2135
64,68,16,2,3,25,9,White,1,14.2,2873
62,74,13,3,6,14,9,White,1,16.59,1911
50,70,13,3,4,18,2,White,1,23.37,4920
32,66,12,4,4,14,15,White,1,19.92,2510
62,67,12,6,4,8,42,White,0,8.47,1500
32,64,12,4,4,3,6,White,0,12.92,3096
24,70,17,5,6,1,1,White,1,21.15,2600
26,67,16,4,7,2,3,White,0,17.75,2535
58,66,17,4,6,9,30,White,0,95.49,2304
28,71,17,8,8,4,4,White,1,15.85,2240
56,70,14,4,4,12,4,White,1,58.82,2550
57,71,12,3,4,32,6,White,1,19.23,1040
69,66,13,2,2,2,13,White,0,19.46,1285
46,70,15,7,5,13,12,White,1,15.59,1722
45,71,13,4,4,4,11,White,1,25.49,2040
35,71,17,6,4,11,1,White,1,21.58,1993
37,67,12,4,4,2,18,Black,1,11.54,2080
46,76,16,7,7,19,15,White,1,46.98,2010
60,67,14,7,7,4,32,White,0,18.43,2008
32,62,17,4,6,3,3,White,0,29.2,2450
60,71,12,8,8,9,8,White,1,46.41,1952
41,71,17,7,7,7,12,White,1,43.93,2117
58,71,16,8,4,12,1,White,1,126.53,2450
57,65,13,2,4,3,10,White,0,12.35,2064
53,65,12,2,2,2,20,White,0,8.81,2042
35,70,12,2,7,1,3,White,1,36.14,2760
29,65,15,8,7,3,1,White,0,12,1275
57,66,16,1,5,7,10,White,0,18.4,1793
50,79,15,6,6,1,17,White,1,19.15,2480
43,74,17,8,8,1,2,White,1,63,1984
40,73,12,4,4,19,12,White,1,38.27,1960
25,68,12,4,4,3,5,White,1,19.23,2600
48,73,12,3,4,31,27,White,1,37.02,2350
19,64,12,4,4,1,1,White,0,17.44,2064
42,70,10,3,2,23,4,White,1,34.58,2400
48,67,13,8,4,2,26,White,1,23.81,3360
32,59,12,12,2,2,6,Other,0,21.62,1850
23,69,14,4,4,3,5,White,0,19.38,2064
65,70,17,4,4,13,10,White,1,44,2500
37,71,14,4,4,15,15,White,1,31.25,2080
47,71,12,4,2,15,30,White,1,20.53,2496
35,65,17,8,6,3,3,White,0,22.84,2083
23,71,13,6,5,2,2,White,1,20.35,2162
22,69,11,6,4,1,1,Other,1,21.32,2805
40,66,14,2,5,18,2,White,0,27.62,1832
37,71,17,6,6,6,12,White,1,25.96,2080
43,71,16,5,5,16,2,White,1,21.8,2064
29,62,16,8,7,3,2,White,0,50.98,2550
26,62,16,8,7,4,2,White,0,38.27,1960
64,69,17,4,4,40,6,White,1,224.26,1920
63,64,17,4,4,5,17,White,0,47.82,1652
55,74,16,4,4,21,5,White,1,60.61,1980
59,73,16,4,4,2,5,White,1,14.42,2080
32,68,11,4,2,6,5,Black,1,11.93,2120
47,71,15,4,4,2,16,White,1,11.54,2080
35,69,11,3,4,2,1,Black,1,16.83,2080
37,68,13,4,7,16,13,Black,0,20.66,1936
36,66,16,4,6,3,4,White,0,40.21,1542
57,65,12,5,5,3,28,White,0,17.57,2618
40,65,13,4,4,3,2,Black,0,9.1,2142
32,63,17,4,4,1,8,Black,0,16.47,2550
24,65,14,4,6,2,3,Other,0,13.57,2064
44,74,12,4,4,7,20,Black,1,15.38,2080
49,78,12,12,12,22,5,Other,1,32.65,2450
48,71,14,6,6,16,2,White,1,34.01,2940
44,71,12,7,8,6,3,Other,1,4.47,4472
23,73,12,4,8,3,2,Other,1,10.35,1285
24,67,13,7,12,4,3,Other,1,17.48,2860
35,74,12,3,4,15,15,White,1,9.62,3120
30,57,12,4,6,9,2,White,0,16.25,2000
66,71,15,4,5,19,16,White,1,33.33,2550
66,62,14,9,7,1,10,White,0,7.21,1248
64,70,17,8,7,3,6,White,1,33.33,2160
34,70,16,8,8,8,1,White,1,48.99,1776
21,61,12,1,6,2,2,White,0,25.04,2117
40,73,12,7,4,10,21,White,1,48.04,3060
66,73,12,4,5,2,13,White,1,19.61,3060
46,69,12,6,6,7,8,White,1,65.33,1864
53,71,11,4,4,22,13,White,1,23.19,2156
47,76,15,4,4,23,8,White,1,63.49,2268
39,68,12,3,3,6,19,White,1,27.83,2156
66,69,14,2,2,11,12,White,1,25.5,2000
71,71,17,2,4,10,13,White,1,13.89,1440
71,74,17,4,4,41,12,White,1,91.77,1580
25,69,13,7,6,5,3,White,1,28.42,1900
51,70,17,8,12,24,3,White,1,22.91,1969
42,77,12,6,5,14,4,Black,1,53.33,2250
35,78,14,6,6,1,5,Black,1,13.05,4750
33,78,15,4,4,6,8,Black,1,15.69,1275
59,68,16,7,4,34,4,White,1,29.17,2400
31,67,12,4,4,4,4,White,0,18.29,1750
23,63,17,4,7,6,2,White,0,9.96,1506
47,67,14,7,10,25,1,Other,1,34.46,1886
32,70,13,7,7,6,8,White,1,29.78,2040
26,69,12,7,4,3,9,White,1,25.19,2580
40,71,17,6,6,14,5,White,1,67.25,1745
32,68,12,12,18,1,8,Other,1,14.42,3120
38,63,17,7,4,11,7,White,0,47.53,3072
44,70,16,7,7,15,12,White,1,81.63,2450
52,69,16,7,7,23,2,White,1,50.11,2295
26,69,17,8,8,2,2,White,0,25.52,1920
32,71,17,20,19,7,5,Other,1,11.98,4590
54,71,14,4,4,18,5,Other,1,54.88,1968
38,73,12,7,6,3,19,White,1,14.94,2008
59,74,17,4,12,1,3,White,1,38.46,2600
31,73,16,6,7,7,4,White,1,57.53,1912
44,73,12,4,4,14,2,White,1,29.89,2108
26,64,17,4,6,8,3,White,0,14.23,2060
47,67,12,4,4,28,2,White,1,58.96,1730
41,70,15,4,6,18,11,White,1,53.54,2596
44,71,16,4,4,18,19,White,1,56.86,2550
33,80,12,4,4,2,12,White,1,11.74,2130
42,70,16,4,6,12,1,White,1,76.06,3024
31,73,16,8,6,4,1,White,1,67.48,2223
38,74,16,15,14,8,6,Black,1,49.58,2380
56,66,12,4,3,12,9,White,1,15.56,2570
45,71,16,8,7,18,1,White,1,89.36,2350
53,68,13,4,2,20,1,White,1,41.67,1800
58,65,14,2,2,7,30,White,0,10.47,2388
29,70,17,2,2,10,8,White,1,27.55,2076
51,70,14,4,4,24,30,White,1,45.63,2016
46,73,14,8,8,4,4,White,1,14.28,2080
49,68,17,4,4,26,1,White,1,24.04,2080
34,73,16,4,4,13,2,White,1,43.9,2016
52,65,16,7,4,14,8,Black,0,23.82,1847
33,67,12,4,4,14,5,White,1,18.12,2040
35,71,12,4,7,9,14,White,1,18.2,2692
58,68,14,4,4,36,4,White,1,64.1,2340
49,71,12,4,4,28,4,White,1,27.48,2256
47,75,13,4,6,26,2,White,1,30.64,2187
44,71,17,4,4,9,2,White,1,46.3,1944
50,75,12,7,4,15,12,White,1,15.94,2250
51,66,13,6,4,3,17,Other,1,43.87,2097
62,69,17,7,4,5,1,White,1,121.98,1984
59,69,17,6,6,27,2,White,0,46.94,1960
38,68,17,7,10,10,1,Other,1,33.75,2400
52,68,14,5,4,18,14,White,1,17.54,3250
36,73,15,8,8,4,2,White,1,68.12,1992
34,74,17,4,8,3,4,White,1,15.63,1008
57,71,14,7,7,16,12,White,0,23.44,1536
47,78,16,7,4,10,7,White,1,16.44,2951
40,62,13,6,7,20,4,White,0,12.4,1234
47,71,12,4,4,1,4,White,1,12.92,2244
32,69,11,4,4,1,7,White,0,8.18,2340
32,69,12,4,4,4,3,White,1,17.97,3060
53,69,9,2,5,15,30,White,1,40.78,2256
64,71,12,4,4,45,20,White,0,28.84,2115
41,76,16,7,7,18,1,White,1,254.26,2350
38,67,16,3,4,4,2,White,1,30.67,2054
49,66,17,8,6,6,6,White,0,65.63,1935
63,70,14,0,3,46,8,White,1,26.15,2600
42,76,14,3,4,1,18,White,1,30,1000
35,70,8,3,3,3,2,White,1,10.08,3570
38,67,12,2,4,1,14,White,0,8.88,1464
38,68,12,4,4,8,13,White,1,14.63,2940
58,65,12,3,2,16,28,White,1,15.61,2050
27,70,16,7,8,5,1,White,1,28.43,3060
24,65,16,7,8,4,1,White,0,30.96,1938
56,68,16,4,4,35,4,White,1,39.22,3060
38,75,14,7,7,17,15,White,1,34.01,2205
34,74,15,7,6,3,11,White,1,31.04,2352
31,65,16,7,6,6,8,White,0,34.47,2016
58,75,13,1,4,6,5,White,1,13.81,2450
42,73,16,6,4,10,22,White,1,31.87,2520
65,63,12,2,2,47,32,Black,0,10,1820
50,65,15,4,6,8,12,White,0,31.82,2043
29,71,14,4,6,4,6,White,1,18.04,2328
50,68,16,4,4,28,12,White,1,15.31,2352
65,70,12,2,4,9,47,White,1,13.57,4128
36,64,13,2,2,7,10,White,1,26.49,3096
58,74,12,4,3,13,6,White,1,44.87,1560
29,68,16,7,7,2,2,White,1,29.59,2656
26,70,16,7,6,5,1,White,1,25.95,2150
34,75,17,7,7,2,4,White,1,28.57,2100
32,69,17,7,7,9,1,White,1,36.76,2040
33,76,16,4,4,9,11,White,1,46.94,2024
59,75,17,3,7,25,14,White,1,9.72,2880
53,70,12,4,4,18,31,White,1,18.03,2496
42,71,17,4,6,10,3,White,1,22.48,2580
53,70,14,6,8,35,25,White,1,13.78,3920
26,65,17,23,8,1,2,White,1,78.79,1650
53,69,13,4,4,24,2,White,1,46.67,2250
41,79,17,6,8,4,3,White,1,100,2300
43,71,14,4,4,2,8,White,1,23.46,2558
40,74,12,4,6,20,20,White,1,25,2000
38,74,12,4,3,14,5,White,1,13.35,3744
33,76,12,4,4,10,15,White,1,18.57,3500
25,75,12,7,8,7,2,White,1,23.81,2940
30,73,14,4,4,2,9,White,1,24.33,2137
30,70,9,3,2,5,10,White,1,19.74,1824
48,67,16,8,6,7,1,White,0,8.54,2020
23,71,16,4,7,2,2,White,1,48.78,2460
43,66,17,4,7,15,10,Black,1,38.61,1813
57,74,12,4,4,25,39,Other,1,20.49,2230
43,71,14,4,4,6,17,White,1,24.45,1718
34,64,14,4,7,5,5,White,0,9.92,1613
32,66,16,4,7,5,4,Black,1,18.42,2313
30,70,14,5,5,5,4,White,1,25.88,4250
28,76,12,8,7,1,10,White,1,15.09,2054
30,70,12,2,4,3,5,White,1,25.34,3354
40,67,14,5,6,7,11,White,0,27.78,2016
37,68,14,4,4,4,16,White,1,20.28,2540
43,68,16,4,4,14,20,White,1,30.27,2048
60,62,15,4,4,35,8,White,0,39.07,2227
65,66,12,3,4,10,16,White,0,9.62,1560
56,71,16,4,4,35,2,White,1,79.59,2651
51,65,17,7,4,25,20,Other,0,45.04,1843
46,71,14,4,4,5,1,White,1,49.02,2040
39,73,12,4,4,7,8,White,1,26.92,2600
45,68,13,6,6,24,4,White,1,31.84,2450
32,77,14,5,7,9,7,White,1,38.82,1958
49,65,17,6,4,13,1,White,0,59.44,2860
59,73,12,3,5,40,16,White,1,44.54,2133
63,68,14,4,4,13,11,White,1,19.47,1952
26,71,16,6,7,3,2,White,1,11.6,2241
36,69,16,7,6,4,4,White,1,28.77,2259
33,73,16,6,7,1,2,White,1,21.28,1880
58,67,14,3,3,13,25,White,0,22.73,1949
27,75,13,4,4,2,4,Other,1,17.02,2350
22,73,12,4,4,4,2,Other,1,18.97,2040
42,68,14,4,4,6,4,White,1,24,2500
31,69,11,4,4,6,12,White,1,19.35,3472
29,68,15,4,4,3,2,White,1,22.09,2128
23,62,12,4,4,4,3,White,0,6.81,2496
33,71,17,8,8,9,3,White,1,25.59,2540
40,68,16,6,7,13,13,White,1,25.2,2381
53,68,11,2,3,7,10,Other,1,20,3000
35,69,13,5,8,7,1,White,0,13.46,2080
33,63,14,3,3,3,15,White,0,9.41,3720
31,71,12,3,4,2,1,White,1,14.42,2080
43,69,9,4,3,7,17,White,1,6.97,2860
45,62,14,5,5,3,16,White,0,13.89,1800
74,70,17,3,5,17,16,White,1,10,1200
65,70,17,3,3,38,11,White,1,38.46,2080
45,70,16,8,6,21,5,White,1,39.84,2450
40,70,17,8,6,5,2,White,1,52.91,3024
36,67,14,7,7,10,4,White,1,24.51,2040
51,74,17,7,8,3,20,Other,1,37.44,1576
22,73,12,6,4,2,2,White,1,38.46,3120
54,76,12,2,4,21,16,White,1,37.08,1888
44,73,12,4,4,4,6,White,1,29.28,2664
70,70,17,9,7,15,9,White,1,19.23,3120
42,73,17,8,7,13,2,White,1,34,2000
37,75,17,8,7,3,6,White,1,62.5,2880
41,70,16,4,4,13,6,White,1,93.25,1823
39,76,15,4,4,7,8,White,1,26.81,1865
39,70,11,5,7,20,3,Black,1,10.2,2744
33,74,14,7,8,1,3,Black,1,19.76,1265
68,73,17,1,2,6,17,Black,1,48.08,2080
35,65,13,4,7,18,8,Black,0,17.14,1750
35,63,16,7,7,17,8,Black,0,10.85,1290
62,73,12,2,4,32,22,White,1,37.22,2579
41,69,12,6,4,3,18,Black,1,14.76,2032
51,76,11,4,4,23,13,White,1,14.02,3640
37,67,13,6,5,6,4,White,0,14.71,4080
62,71,9,3,3,2,41,White,1,78,2000
33,71,16,7,4,1,4,White,1,28.29,1944
40,69,12,4,4,14,7,White,1,29.08,3060
43,69,12,4,5,24,2,Other,1,38.24,1935
46,71,12,4,4,6,28,White,1,33.07,2510
43,71,12,4,4,5,7,White,1,26.72,2133
42,69,11,4,4,11,1,White,1,34.78,2070
58,73,12,3,3,13,6,White,1,27.57,1904
32,71,15,3,4,5,5,White,1,31.43,3500
32,67,12,4,4,6,3,Other,1,14.01,2856
31,74,10,4,4,2,1,White,1,14.92,1785
46,71,16,6,4,17,8,White,1,35.24,2270
54,62,14,3,3,10,22,White,0,28.92,1245
64,61,17,4,4,1,15,Black,0,38.42,1848
36,64,16,10,4,4,5,Other,0,46.14,2059
70,66,17,2,3,2,28,White,1,24.04,3120
40,69,17,6,6,7,1,White,1,43.27,2080
38,64,16,4,7,7,12,White,0,49.12,2390
31,64,17,8,7,3,2,White,0,13.19,4320
24,67,16,8,8,1,1,White,1,23.49,2214
30,73,15,6,4,4,3,White,1,14.42,2080
43,70,12,5,4,3,1,White,1,28.26,2064
41,63,14,6,6,1,5,White,0,29.15,2000
42,71,16,7,4,4,13,White,1,3.34,1799
38,70,16,5,3,19,17,Other,1,19.86,3122
56,61,16,5,3,6,7,Other,0,14.2,2040
30,67,12,3,6,1,4,White,1,18.7,1270
26,64,14,8,7,3,5,Other,0,16.95,1914
54,65,12,2,2,6,6,Black,0,18.14,2040
34,62,11,5,5,3,1,Black,0,28.01,1785
49,68,16,8,6,4,6,White,1,34.72,2448
47,76,17,4,7,19,24,White,1,39.53,3036
46,67,14,4,4,26,16,White,0,27.41,1824
37,68,11,4,3,6,20,White,1,24.12,2570
46,71,16,4,2,8,1,White,1,62.23,1848
42,69,16,2,5,1,12,White,0,38.34,1956
32,74,14,4,4,4,3,White,1,38.38,2736
28,69,16,6,6,7,5,White,0,12,3500
32,73,13,4,4,2,4,White,1,25.17,2860
37,70,17,8,8,14,1,White,1,30.56,1800
35,71,16,8,8,2,1,White,1,80.97,2470
37,61,16,4,4,9,15,White,0,20.83,3120
26,70,14,6,6,1,1,Black,1,9.23,2080
44,70,14,4,4,12,4,White,1,23.53,3060
42,70,16,6,4,20,8,White,1,17.75,2388
48,75,12,6,4,11,25,White,1,25.64,1560
41,71,17,7,7,2,8,White,1,20.68,1934
60,65,12,4,4,11,5,White,1,50.5,2000
46,68,16,6,7,11,3,White,1,39.72,2266
43,69,16,4,4,22,2,White,1,68.36,2604
67,61,12,4,4,3,35,White,0,8.5,1530
39,70,14,3,7,4,12,White,0,21.43,1960
34,81,16,7,7,7,2,White,1,34.25,2190
30,68,16,4,4,4,5,White,1,19,2000
29,71,17,4,4,1,3,White,1,18.3,2295
41,71,15,6,4,16,5,White,1,45.1,2550
40,73,12,4,4,2,2,White,1,22.36,1664
22,74,12,4,4,2,1,White,1,21.72,2072
42,69,16,3,2,5,15,White,1,31.03,2095
24,76,12,4,7,2,4,Black,1,8.8,2728
22,63,12,6,5,5,4,White,0,8.96,2232
40,71,13,4,4,14,6,White,1,33.58,2025
46,70,17,6,7,22,2,Black,1,31.25,2080
45,65,17,2,2,22,14,Black,0,74.48,1920
41,74,15,4,3,3,21,Black,1,19.41,2318
42,70,16,6,6,8,2,White,1,51.51,2912
28,69,16,8,8,1,2,White,1,16.07,1960
35,77,17,4,8,7,4,White,1,42.55,2350
34,69,14,7,7,2,8,Other,1,31.62,2182
32,74,16,8,8,11,4,White,1,72.73,2750
51,68,14,5,5,30,3,Other,1,27.08,1920
28,73,12,5,4,2,1,Other,1,8.17,2080
39,76,14,6,4,4,5,White,1,29.8,2450
45,70,14,4,4,8,25,White,1,19.43,1750
41,67,14,6,4,19,2,White,1,56.72,1904
35,68,13,6,12,2,4,White,1,16.67,2016
48,73,14,4,3,19,6,White,1,37.83,1824
45,68,14,4,12,11,16,Black,1,24.36,2772
31,68,11,7,5,15,4,White,1,18.03,3328
45,75,12,6,6,26,4,White,1,30.24,2976
44,74,12,5,5,27,24,White,1,32.97,1820
67,70,12,4,4,8,15,White,1,24.74,2728
46,76,16,5,4,24,9,White,1,38,2684
48,66,16,6,6,9,1,White,1,30.79,2241
43,75,14,4,6,22,7,White,1,31.6,2152
42,74,12,4,4,12,2,White,1,32.09,2805
40,73,14,4,4,1,10,White,1,23.76,1936
37,78,13,5,6,10,8,White,1,32.5,3000
36,70,12,5,4,8,4,White,0,17.09,1872
33,68,17,7,4,6,3,White,0,22.8,1667
33,75,14,4,4,18,7,White,1,15.5,3870
44,71,16,6,5,2,3,White,1,24.35,1992
40,78,16,6,8,12,3,White,1,111.11,2250
39,81,16,8,8,11,17,White,1,25.75,1864
27,70,12,4,4,14,6,White,1,28.43,2638
25,65,12,5,4,3,5,White,0,10.24,1953
53,74,12,4,4,32,4,White,1,20.41,1960
50,67,11,4,4,18,9,White,1,28.47,1960
65,70,12,4,6,43,13,White,1,23.18,1769
36,74,13,4,6,4,12,White,1,28.66,2530
29,68,10,4,4,2,8,White,1,22.2,2072
72,70,17,4,4,8,16,White,1,7.02,2080
50,71,14,4,4,8,33,White,1,20,2000
42,74,17,7,8,21,15,White,1,74.47,1880
29,70,17,4,14,12,3,White,0,55.56,2250
27,70,16,10,7,9,6,White,0,52.84,1760
27,73,16,8,15,3,2,White,1,20,3750
63,70,16,7,6,1,9,White,1,36.73,2205
49,71,17,8,7,28,4,White,1,53.19,2256
36,71,17,4,4,10,8,White,1,59.13,2114
33,73,16,16,16,6,10,White,1,33.33,2550
40,70,16,4,5,4,4,White,1,27.45,2550
58,69,9,3,4,19,40,White,1,15.2,1710
50,67,16,4,6,23,2,White,1,34.59,1824
62,75,12,5,4,26,10,White,1,34.98,2430
22,68,12,4,4,2,4,Black,1,14.68,3570
42,71,12,4,4,2,18,White,1,10.59,2550
42,76,14,7,7,29,8,White,1,41.67,2040
37,74,16,7,8,3,1,White,1,25.88,2550
66,70,16,5,5,20,15,White,1,66.01,3060
49,70,12,3,4,22,1,Black,1,17.05,1936
53,73,12,4,3,19,3,White,1,31,2032
30,73,12,3,6,6,12,White,1,20.09,2538
42,70,16,6,6,18,1,Black,1,51,2000
29,70,16,17,1,3,3,White,1,36.96,2976
44,70,12,3,4,1,15,White,1,12.12,2805
20,68,10,4,3,5,1,White,1,10.2,1470
30,73,14,2,3,3,7,White,1,26.32,2470
27,66,16,7,7,4,2,White,0,48.98,2450
43,68,13,3,6,5,12,White,1,14.78,2300
40,66,12,5,2,18,3,White,1,18.6,2420
31,71,10,4,3,11,4,White,1,22.19,3380
35,73,15,3,4,6,1,White,1,16.54,2570
49,66,12,4,2,10,15,Other,1,13.12,3048
55,63,11,4,4,2,19,White,1,14.38,2086
33,67,15,7,8,1,10,White,1,28.57,1932
29,65,17,7,8,6,3,White,1,70.08,1798
61,68,16,8,7,15,1,Other,1,61.48,1952
65,68,16,3,3,20,13,White,1,60,2500
38,66,17,7,8,12,1,White,1,90.2,2550
70,70,15,4,4,8,23,White,1,19.5,2000
34,74,14,7,5,1,7,White,1,30.64,2187
53,73,14,18,6,16,35,White,1,89.09,2245
35,66,17,6,4,3,1,White,1,299.04,2090
32,70,17,4,5,3,2,White,1,30.61,2156
45,70,12,2,8,15,28,White,1,4.9,2080
34,74,16,6,6,10,1,White,1,56.64,2295
62,71,14,4,4,1,10,White,1,12.5,2000
33,70,12,4,4,1,6,White,1,28.93,2420
44,67,16,4,4,2,1,Black,0,17.49,1704
43,65,16,6,6,18,17,Black,0,16.47,2064
39,74,14,2,2,18,6,Black,1,18.69,2033
41,74,17,7,7,4,7,White,1,30.24,2976
51,73,12,7,4,25,1,White,1,19,3060
47,69,14,4,4,14,28,White,1,49.6,1976
44,75,14,4,6,14,14,White,1,58.82,2040
37,71,14,5,3,3,4,Black,1,28.85,3120
47,64,14,2,4,3,8,Black,0,8.5,2000
22,68,12,5,4,2,4,Black,0,9.13,2406
36,66,12,5,5,12,4,Black,0,12.1,1984
64,63,14,3,4,4,36,White,0,18.25,1260
56,71,12,4,4,26,30,White,1,25,2400
31,70,10,4,4,2,4,White,1,28.04,2496
50,64,16,4,8,20,18,White,0,44.12,2040
47,69,12,4,8,26,4,White,1,15.5,2000
54,76,11,2,4,2,35,Other,1,8,1500
34,71,14,7,5,4,11,Other,1,28.32,2295
30,69,16,6,4,5,1,Other,0,34,2000
39,74,14,8,4,3,1,Other,1,35.76,2125
38,74,17,7,7,1,3,Other,1,31.48,1320
30,74,12,4,4,20,10,White,1,9.1,4000
41,70,12,4,6,2,12,White,0,16.84,1960
41,75,11,3,4,1,10,White,1,24.04,2080
36,69,16,4,4,5,2,White,0,17.35,1960
22,73,14,4,4,1,4,Other,1,20,2000
50,71,12,5,4,2,5,White,1,31.3,2652
44,71,14,4,4,14,22,White,1,31.9,2226
40,63,16,4,4,4,14,White,0,14.92,3084
31,69,12,3,2,3,7,White,1,23.08,3120
68,71,14,4,2,7,47,White,1,8.82,2040
55,67,12,4,4,11,4,White,1,17.16,2040
53,70,12,3,4,12,10,White,1,25.64,2340
51,62,15,2,2,27,32,White,0,34.21,1520
23,64,16,4,8,2,2,White,0,40.69,1794
59,68,12,4,4,20,7,White,1,33.51,1940
61,64,15,4,4,35,19,White,1,34.95,2060
39,71,12,6,5,3,16,White,1,20.51,2255
35,74,10,4,4,14,13,White,1,30.07,3060
64,69,11,4,4,1,10,Black,1,8.23,1458
41,73,17,6,4,3,1,White,1,41.84,1960
30,67,17,8,8,4,1,White,0,24.79,2420
51,75,17,4,4,29,23,White,1,45.03,2976
