age,height,educ,feduc,meduc,tenure,wexp,race,male,earn,totalwork
38,66,17,4,8,13,2,White,0,16.83,2080
36,62,16,8,8,13,3,White,0,76.98,2598
66,66,17,4,3,2,20,White,0,30.94,1176
31,70,15,6,22,11,7,White,0,22.13,2530
48,67,12,4,4,13,3,White,0,29.41,2040
28,66,17,7,7,4,2,White,0,34.95,2043
30,67,17,7,7,6,1,White,0,17.47,1889
42,63,17,7,6,2,6,White,0,5.77,1040
24,62,16,4,8,1,3,White,0,6.48,3087
44,61,12,4,4,20,22,White,0,16.24,2340
32,66,12,7,4,1,2,White,0,9.1,2032
43,63,14,4,4,23,16,White,0,68.03,2205
39,66,13,6,3,25,7,White,0,6.92,1300
33,69,17,0,0,3,8,White,0,66.44,2032
42,67,10,7,4,2,22,White,1,61.22,1960
32,70,16,7,7,9,2,White,0,26.77,2540
60,64,16,4,6,18,5,White,0,51.46,1924
64,64,17,4,4,30,6,White,0,20.48,1904
39,67,17,8,6,13,4,White,0,28.38,2290
36,67,17,7,7,9,7,White,0,64.61,1780
31,68,17,7,6,6,5,White,0,51.72,1740
39,66,17,4,4,12,2,Other,0,48.4,2025
38,62,17,7,8,2,3,White,0,46.54,1504
50,62,17,8,7,6,1,White,0,91.48,1808
26,67,17,8,7,4,2,White,0,47.62,2058
32,66,17,4,8,8,3,White,0,39.53,2277
32,65,16,8,8,9,1,White,0,38.46,2080
36,65,16,6,6,10,8,White,0,36.06,2080
34,64,16,7,6,2,1,White,0,41.49,1856
37,64,17,4,8,13,4,White,0,37.55,1944
59,68,14,5,5,2,7,White,0,7.6,2500
37,68,15,4,4,11,8,Other,0,21.02,1760
57,66,16,8,7,12,2,White,0,30,3000
29,59,12,4,7,6,2,Black,0,13.08,1835
38,66,17,8,4,6,7,White,0,41.3,2300
38,65,17,8,8,1,2,White,0,35.7,2521
46,65,17,8,8,1,15,White,0,45.54,2196
63,70,16,8,7,4,13,White,0,29.5,2034
27,68,17,6,8,6,6,White,0,22.5,2000
55,61,15,4,4,23,11,Black,0,18.75,2880
52,64,16,4,4,11,6,White,0,25,1000
31,65,17,25,17,5,7,Other,0,65,2000
57,67,13,2,6,10,5,White,0,27.66,1952
49,68,14,3,5,3,2,White,0,20.1,2040
28,62,17,4,4,3,2,White,0,18.02,2331
26,65,17,4,4,1,1,White,0,28.72,1880
57,69,12,4,4,12,1,White,0,15.18,2010
37,65,14,5,5,3,3,White,0,11.29,1771
39,62,17,3,6,1,1,White,0,4.8,1250
30,70,16,4,4,5,9,White,0,24.3,2058
24,68,16,4,8,1,2,White,0,21.79,1560
25,62,16,4,7,3,4,White,0,21.96,2277
40,65,16,4,4,10,2,White,0,9.49,1792
38,63,16,1,1,3,2,White,0,12.6,2064
29,64,16,9,6,1,1,White,0,15.63,1920
39,67,12,5,5,14,3,White,0,10.99,1820
32,68,12,4,4,3,3,White,0,20.16,1984
48,71,12,3,3,13,6,White,0,16.73,2200
35,66,12,4,4,1,3,White,0,31.86,2040
28,65,17,4,7,2,6,White,0,18.63,2040
63,63,14,8,7,16,3,White,0,19.65,1771
38,64,17,4,4,16,1,White,0,39.37,1778
43,62,17,7,4,22,4,White,0,67.51,2370
38,64,17,16,16,1,12,White,0,38.76,2580
37,62,16,8,8,9,8,White,0,65.57,1952
43,67,17,7,7,1,7,White,0,52.08,1920
55,66,16,4,3,9,32,White,0,18.17,3302
44,69,16,4,4,13,20,White,0,24.61,2072
61,68,12,4,4,5,9,White,0,23.81,1344
39,65,17,7,8,3,6,White,0,43.6,1720
26,62,16,7,7,4,7,White,0,19.31,1968
35,64,12,4,4,1,6,White,0,15.12,1521
24,70,16,7,7,2,3,White,0,31.86,2040
61,66,12,4,4,4,33,White,0,15,2000
35,66,17,2,2,9,3,White,0,57.98,1216
28,61,12,5,4,2,5,White,0,15.39,1624
38,63,17,8,7,4,4,White,0,42.5,1647
54,65,12,4,4,16,36,White,0,25,2400
29,65,15,2,7,3,3,Other,0,26.39,1440
37,66,14,4,4,14,7,White,0,9.63,2024
30,67,13,4,4,4,4,White,0,13.89,2008
52,66,12,4,4,9,3,White,0,14.95,2040
23,62,16,4,8,2,1,White,0,15.18,1120
24,65,15,7,7,1,1,White,0,15.11,2184
64,62,17,8,6,18,30,White,0,30.43,3680
43,64,15,7,4,22,26,Black,0,43.27,2080
39,65,13,2,8,20,12,Black,0,14.71,2040
29,68,17,4,7,2,6,Black,0,31.71,1640
41,65,17,7,7,2,1,White,0,27.32,2196
32,68,16,8,7,11,7,White,0,31.58,1140
44,70,14,7,6,2,8,White,0,34.62,1300
34,68,17,7,6,4,8,White,0,17.28,2025
32,68,14,6,7,17,4,White,0,13.95,1720
54,64,17,8,5,18,4,White,0,40,2250
51,65,17,8,6,1,5,White,0,30.99,2033
56,67,13,2,4,2,3,White,0,26.72,1748
59,65,12,2,4,7,6,White,0,11.07,1736
34,67,13,5,4,5,3,White,0,16.43,1948
31,64,14,7,7,8,2,White,0,22.29,1727
44,68,17,6,5,21,2,White,0,30.73,1790
39,66,17,6,6,13,2,White,0,29.87,1808
55,66,12,4,4,9,2,White,0,13.04,1764
29,67,12,4,4,3,8,White,0,7.91,2024
37,78,16,4,5,2,15,White,0,26.73,1908
44,66,10,2,2,1,12,White,0,13.42,2086
24,66,15,3,3,1,3,White,0,18.37,1960
28,68,16,7,7,3,2,White,0,17.05,2346
53,63,12,4,4,32,8,White,0,26.47,2040
34,69,14,7,4,10,8,White,0,14.52,3100
48,62,16,4,6,20,26,White,0,20.33,2952
45,67,17,7,6,8,3,White,0,20.59,1056
42,64,16,7,6,4,3,White,0,8.82,2040
30,59,17,5,5,5,3,White,0,35.71,1736
47,64,13,8,4,8,9,White,0,18,2000
62,68,14,5,7,31,10,White,0,24.43,1883
55,64,16,8,7,17,3,White,0,14.1,1560
25,67,16,4,8,3,4,White,0,43.27,2080
49,66,14,5,5,3,5,White,0,19.15,1984
32,65,17,7,8,1,2,White,0,29.02,2550
32,68,14,7,7,5,8,White,0,21.5,2000
36,63,17,2,7,3,1,White,0,24.74,3315
48,65,16,4,4,7,6,White,0,20.33,1968
30,64,16,8,8,2,3,White,0,31.8,2107
48,70,16,3,7,16,11,White,0,29.59,1960
42,63,15,4,4,2,8,White,0,40,2000
59,64,17,8,7,35,7,White,0,70.4,1740
30,68,16,7,4,3,9,Other,0,29.35,1942
32,64,12,4,4,12,6,White,0,25.09,1993
58,65,13,7,7,19,6,White,0,29,2241
55,67,14,7,7,35,5,White,0,23.65,2156
30,65,17,8,8,2,7,White,0,14.88,2016
24,63,17,6,6,3,4,White,0,19.16,2610
42,65,17,5,6,8,12,White,0,86.82,1555
59,61,13,4,4,3,8,White,0,21.37,2340
32,63,17,6,6,12,8,White,0,34.22,2133
29,64,12,7,4,11,11,White,0,7.94,2530
45,66,14,4,3,4,8,White,0,42.5,2000
48,62,17,8,7,6,13,White,0,35.79,2012
43,68,17,4,4,3,11,Black,0,17.88,3355
35,70,16,4,4,10,13,Black,0,17.36,2016
55,65,12,3,4,4,3,Black,0,8.95,1452
35,64,16,7,6,5,9,Other,0,23.5,3251
64,66,17,7,4,29,7,White,0,37.85,2193
39,65,16,4,6,4,17,White,0,46.2,2000
38,64,16,6,7,8,10,White,0,31.9,2320
40,66,14,2,6,5,14,Black,0,20.44,2250
41,63,16,7,6,12,11,White,0,22.44,1872
47,69,14,7,5,2,10,White,0,19.66,2067
61,67,17,7,4,16,5,White,0,24.19,1984
31,69,17,4,4,11,7,White,0,37.88,2640
42,64,17,6,4,1,10,White,0,62.5,1840
38,66,17,6,4,1,2,White,0,26.22,1800
47,68,14,4,7,20,26,White,0,58.82,2108
57,69,12,4,4,14,6,White,0,17.24,1856
61,66,12,4,4,23,8,White,0,41.49,2169
53,63,17,6,4,30,13,White,0,41.14,1896
57,62,12,4,4,17,11,White,0,17,2000
39,66,14,5,6,3,16,White,0,7.54,1924
31,64,17,7,7,5,10,White,0,35.02,1856
36,67,17,6,4,4,2,White,0,111.71,2220
42,64,16,5,7,11,10,White,0,18.75,1600
31,66,17,7,7,2,1,White,0,46.5,2000
25,62,16,4,7,3,3,White,0,25.2,1984
23,63,16,7,7,3,1,White,0,9.11,1976
49,67,17,19,7,8,1,White,0,30.4,1316
25,66,16,7,7,1,4,White,0,55.87,2470
49,64,14,7,6,16,3,White,0,24.19,2092
42,66,17,6,6,4,5,White,0,31.37,2550
30,66,16,4,7,9,2,White,0,39.91,1729
59,70,17,7,6,13,8,White,0,43.5,2115
54,68,16,7,6,5,16,White,0,15.85,2050
36,68,15,3,4,4,1,Black,0,15.69,2040
56,65,13,2,2,8,14,Black,0,12.5,2080
62,65,17,5,5,10,15,White,0,37.08,2200
53,64,16,7,4,18,14,White,0,61.05,1638
58,67,11,4,4,3,16,White,0,13.73,1530
67,68,12,3,4,1,24,White,0,9.7,3640
32,66,16,8,7,6,3,White,0,14.42,1040
55,69,12,4,4,12,4,White,0,18.74,2295
51,65,12,4,4,13,20,White,0,19.84,1960
36,68,17,4,4,6,10,White,0,27.45,2550
27,64,12,7,4,6,4,White,0,10.49,2288
42,66,16,4,3,1,10,White,0,14.26,2805
35,66,8,2,2,12,10,White,0,13.46,2600
59,62,16,3,2,12,10,White,0,33.63,3360
31,66,16,4,7,4,14,White,0,22.36,2236
44,64,16,4,3,4,4,White,0,21.84,2976
42,62,15,2,4,2,4,White,0,29.38,1872
33,65,14,7,4,1,15,White,0,40.4,1980
57,67,17,2,2,12,15,White,0,29.45,2275
42,66,17,4,4,19,7,White,0,42.62,2440
35,61,16,5,7,6,9,White,0,11.54,1040
38,64,14,4,7,12,15,White,0,23.9,2510
43,64,17,7,7,2,7,White,0,26.26,1828
29,68,14,4,4,8,11,Other,0,15.69,2550
38,62,11,3,2,3,1,White,0,12.39,2259
44,68,11,4,2,2,10,White,0,9.25,1224
65,65,17,4,7,2,40,White,0,135.37,2460
34,68,12,4,4,14,9,White,0,39.63,1968
63,61,12,2,3,13,26,White,0,18.37,1960
39,65,16,7,4,16,1,White,0,23.3,1974
36,67,12,4,6,8,8,White,0,18.74,2295
30,63,14,2,6,6,1,White,0,24.49,2450
61,65,12,4,4,11,4,White,0,21.93,1824
54,66,12,4,4,21,20,White,0,30.51,2098
62,67,14,6,6,16,40,White,0,17.5,2000
66,58,11,2,2,10,13,Black,0,1.15,1040
52,64,16,7,6,6,32,Black,0,17.39,1840
51,63,13,5,5,2,15,White,0,21.16,2018
29,68,16,7,8,2,8,White,0,17.86,1960
33,63,17,24,16,3,3,Other,0,130.86,2025
32,66,17,7,7,3,5,White,0,26.32,1976
28,62,17,7,7,5,1,White,0,20.92,1625
32,63,12,6,3,6,13,White,0,19.04,2048
34,66,12,4,4,2,2,White,0,12.02,2080
56,64,12,2,3,18,4,Other,0,15.32,1436
47,67,17,8,7,21,6,White,0,19.23,2600
33,67,17,4,4,1,4,White,0,28.34,1764
50,66,12,6,4,18,12,White,0,33.1,2115
46,70,14,4,4,3,11,White,0,19.23,1560
57,61,12,2,2,24,12,White,0,40.09,2008
49,75,11,3,4,1,18,White,1,9.29,2477
28,67,15,7,7,1,6,White,0,31.25,1920
32,64,12,4,4,2,12,White,0,14.32,2025
41,62,16,4,4,7,2,White,0,14.17,1200
23,64,14,6,7,2,1,White,0,15.38,2080
49,63,17,8,7,22,3,White,0,33.16,1960
30,63,15,7,7,9,8,White,0,11.53,1735
22,62,13,4,4,3,1,White,0,10,2500
36,70,17,8,8,1,3,White,0,21.25,2024
35,63,17,6,6,8,3,White,0,41.32,1832
55,64,16,7,7,5,2,White,0,43.04,1673
63,63,12,4,3,33,16,White,0,10,2600
42,69,12,4,2,9,1,White,0,41.54,1613
29,62,14,4,6,2,5,White,0,21.87,1829
33,64,16,4,4,6,3,Other,0,42.18,1944
63,64,15,7,4,39,10,White,0,33.16,1960
59,65,14,2,4,5,30,White,0,13.97,2026
35,66,17,6,6,12,13,White,0,21.08,2040
37,64,12,4,4,2,6,White,0,16,2000
22,65,12,2,6,1,2,White,0,13.46,1560
22,61,11,4,2,2,2,White,0,9.77,2048
37,62,16,4,4,4,2,White,0,9.88,1012
41,62,17,8,8,5,18,White,0,72.31,2420
35,65,15,0,0,1,15,White,0,16.58,1560
32,66,17,7,6,2,1,White,0,45.4,1542
40,63,16,6,6,17,1,White,0,30.15,1824
45,64,12,4,4,18,10,Other,0,16.6,2156
41,66,16,5,4,6,6,White,0,33.33,2550
42,68,17,8,6,16,4,White,0,29.51,2440
35,63,17,4,6,4,3,Black,0,117.93,1840
35,65,17,4,4,19,3,White,0,21.47,2795
36,61,13,12,12,5,11,Other,0,19.23,1040
23,63,12,3,4,4,5,Other,0,2.64,2277
40,73,17,4,4,18,17,White,1,63.83,1880
40,69,17,3,8,11,5,White,0,46.05,1520
32,64,17,8,6,7,2,White,0,41.39,2090
59,67,14,4,4,3,10,White,0,17.05,1936
56,67,14,4,4,12,14,White,0,10.67,1500
43,65,17,7,7,5,5,White,0,32.88,2600
64,65,16,4,4,2,12,Other,0,33.78,2080
31,71,16,8,7,3,3,White,0,20.09,2538
33,68,16,7,7,5,4,White,0,27.5,2000
65,67,16,4,4,23,1,White,0,24.04,2080
66,64,14,6,6,20,15,White,0,16.48,1820
39,65,12,4,3,1,8,White,0,11.54,1560
45,64,12,8,8,11,4,White,0,44.08,2110
60,65,12,4,6,20,20,White,0,21.7,1729
42,61,14,4,4,4,15,White,0,18.59,1506
29,59,16,4,6,2,6,White,0,17.84,2158
38,64,16,6,5,4,12,White,0,43.38,2282
32,65,17,7,6,3,1,White,0,33.65,2080
53,64,17,4,8,3,3,White,0,29.91,2340
33,68,14,7,4,13,9,White,0,24.16,1904
35,66,16,4,4,2,7,White,0,27,2000
33,62,14,4,4,11,5,White,0,16.96,1887
20,64,12,4,4,2,2,White,0,10.1,3120
60,69,12,4,4,2,20,Black,0,11.01,2180
30,68,14,4,6,8,2,Black,0,28.94,2142
59,68,13,17,16,15,1,White,0,15.63,1920
27,63,12,4,4,7,5,White,0,24.04,1248
53,66,16,6,8,18,2,White,0,39.11,2250
33,63,17,4,8,1,5,White,0,25.47,1924
31,67,14,4,8,14,4,White,0,35.41,1638
28,66,17,7,7,4,3,White,0,28.26,2477
33,61,16,7,7,11,1,White,0,32.89,1976
35,64,17,7,8,11,1,White,0,33.3,1952
57,66,17,5,7,12,1,White,0,65.83,2400
25,68,15,7,8,8,6,White,0,15.55,1736
60,66,12,4,3,24,7,White,0,45.19,2080
43,67,12,3,3,6,10,White,0,29.9,2040
52,65,14,12,4,1,14,White,0,60.53,1652
30,62,16,4,4,1,3,White,0,39.47,1520
48,64,17,8,7,16,2,White,0,20.36,1704
50,62,16,4,4,3,24,White,0,76.62,3315
41,66,17,6,4,10,4,White,0,13.9,1295
59,66,12,4,4,13,15,White,0,15.69,1530
54,64,16,7,4,7,13,White,0,20.86,1285
46,67,16,7,7,20,4,White,0,54,2500
53,64,17,7,7,6,20,White,0,86.73,1960
45,64,17,6,7,15,7,White,0,26.54,2600
35,69,16,7,8,2,7,White,0,74.29,1548
55,67,14,3,7,1,8,White,0,19.23,1456
34,65,14,6,5,2,1,White,0,30.77,1430
31,66,17,8,5,6,7,White,0,23.63,1058
60,62,12,4,4,4,10,White,0,13.99,1952
43,65,17,6,4,8,6,White,0,19.1,2304
49,65,13,6,6,16,8,White,0,26.16,1296
38,70,16,7,8,4,5,White,0,29.76,2856
30,63,9,3,3,5,10,White,0,19.61,2040
29,65,13,4,7,5,9,White,0,25.13,1393
33,64,13,4,9,5,15,White,0,21,2080
33,69,17,8,8,5,2,White,0,33.33,1500
30,65,16,7,7,1,1,White,0,48.63,1748
43,66,17,7,7,12,4,Other,0,46.51,2064
57,66,17,7,4,20,37,White,0,48.93,1594
39,64,16,4,4,6,5,White,0,33.86,2008
30,65,17,8,8,1,7,White,0,62.25,2008
33,68,16,8,7,3,2,White,0,38.59,1814
36,64,16,6,7,4,2,White,0,255.71,2390
38,62,16,6,6,1,1,White,0,50.65,1382
36,64,16,4,6,6,6,White,0,10.16,3640
38,64,17,4,6,5,5,White,0,50,1800
47,58,12,3,4,15,3,White,0,8.84,1924
55,61,12,4,3,11,25,White,0,34.69,1960
34,69,17,6,7,8,4,White,0,22.44,2080
44,71,14,7,8,7,2,White,0,17.79,2530
39,64,17,11,6,39,5,White,0,28.41,1936
36,69,13,7,3,4,6,White,0,23.6,1928
30,70,14,5,5,10,4,White,0,31,2000
36,63,14,4,4,6,18,White,0,8.85,2600
52,62,16,8,4,30,4,White,0,60,1550
23,65,15,8,6,1,1,Black,0,11.53,1648
34,66,17,4,6,3,4,White,0,32.68,1530
58,64,14,5,5,5,6,White,0,16.96,2064
34,62,16,4,6,9,4,White,0,29.63,1755
28,68,17,3,6,6,8,White,0,15.38,2080
60,62,14,4,4,22,42,White,0,50,2000
45,63,14,4,4,4,16,White,0,49.51,2040
37,61,14,4,5,2,5,Black,0,18.43,2008
53,61,12,6,4,2,36,White,0,19.46,1285
28,64,17,8,8,5,3,White,0,36.86,1806
43,62,16,2,4,7,23,White,0,18.93,2218
52,70,14,6,4,12,32,White,0,61.11,1800
27,67,15,4,8,5,4,White,0,10.01,1799
28,64,17,7,7,4,6,White,0,16.56,2295
56,67,13,4,4,4,26,White,0,16.39,1648
55,63,16,4,4,6,7,White,0,31.25,1440
46,61,14,6,4,6,26,White,0,22,3000
53,67,16,6,5,2,15,White,0,9.93,1419
61,62,13,7,7,34,8,White,0,28.05,2040
31,67,16,8,7,5,8,White,0,32.85,1248
51,63,16,18,17,4,4,White,0,37.5,1200
41,66,17,8,8,4,1,White,0,19.23,1040
72,64,12,1,2,20,20,White,0,19.17,2254
43,68,14,6,4,19,14,White,0,32.98,1880
58,66,13,4,4,11,8,White,0,11.94,1424
36,63,17,0,0,1,10,Other,0,23.56,2200
44,67,14,6,4,3,22,White,0,40,2000
40,66,17,4,4,4,19,White,0,29.41,3060
58,65,12,3,3,6,6,White,0,5.77,1560
51,70,16,7,5,19,19,White,0,63.78,1960
39,67,17,4,4,16,4,White,0,41.67,2040
38,67,14,7,6,1,15,White,0,20,1960
46,66,16,5,6,23,10,White,0,19.66,2080
38,69,12,8,4,14,15,White,0,19.84,1764
36,64,17,8,5,7,1,White,0,23.48,2044
31,62,16,4,4,2,1,White,0,17.15,1720
31,62,16,7,7,7,1,White,0,22.5,1600
63,64,12,2,4,21,5,White,0,24.61,1843
30,64,14,7,4,4,9,White,0,20.43,2080
40,68,16,6,6,16,3,White,0,34.01,1764
59,67,17,4,4,14,10,White,0,59.89,1820
68,66,12,5,5,29,32,White,0,99.48,1920
28,66,17,6,8,6,3,White,0,47.31,2008
60,66,14,4,4,17,25,White,0,19.57,2350
24,62,14,7,0,4,5,Black,0,11.42,1786
45,66,17,2,8,15,8,Black,0,44.78,1876
35,69,14,4,4,2,10,Black,0,17.86,2016
41,69,16,4,7,4,6,White,0,15.38,2080
57,65,14,4,1,32,27,Black,0,13.33,1275
35,66,12,6,7,4,4,Black,0,8.24,1820
42,61,15,4,6,6,9,Black,0,16,2000
40,65,14,3,4,2,8,Black,0,26.14,1760
62,63,16,4,4,3,40,Other,0,23.54,2400
61,64,16,4,2,33,16,Other,0,40.63,1920
37,63,17,4,7,8,5,Other,0,27.45,2040
30,68,12,4,4,10,11,White,0,24.04,2080
30,67,13,3,7,2,8,White,0,5.98,1506
34,66,16,7,8,3,2,White,0,49.57,1856
32,62,17,8,8,2,2,White,0,36.16,2268
50,66,17,4,4,5,14,White,0,21.65,2540
68,65,12,4,3,11,17,White,0,18.39,2392
34,68,12,4,4,7,11,White,0,27.25,2156
58,66,14,4,5,1,7,White,0,28.65,1536
72,66,16,12,16,10,18,White,0,11.81,1440
63,65,17,14,12,34,7,Other,0,19.23,2080
36,59,16,8,4,3,11,White,0,51.79,2510
38,69,16,5,6,4,2,White,0,24.51,2040
39,64,17,7,6,14,7,White,0,69.73,1936
50,64,16,4,6,26,1,White,0,44.82,1785
58,69,17,18,12,9,6,White,0,25.96,2350
29,69,17,8,4,4,2,White,0,12.47,4410
34,66,16,7,7,8,10,White,0,17.32,1848
34,66,14,5,7,1,12,White,0,11.9,1428
44,63,14,4,4,17,2,White,0,28.66,2024
41,70,14,4,4,7,9,White,0,31.15,1928
36,70,17,9,8,5,7,White,0,40.65,2460
27,62,15,7,7,11,7,White,0,14.34,2092
42,61,12,4,4,18,5,White,0,30,1500
41,64,16,4,4,1,15,White,0,60,2000
40,70,17,7,6,3,13,White,0,25.71,1750
30,64,12,5,6,5,1,White,0,10.49,2860
41,67,17,7,7,8,7,White,0,44.69,2260
53,64,17,7,7,1,1,White,0,40.28,2259
35,64,16,4,7,14,4,White,0,21.93,1619
36,65,15,4,4,3,8,White,0,20,1600
42,64,16,4,4,19,14,White,0,55.56,1800
45,63,16,8,6,5,1,White,0,12.97,1542
32,63,14,4,6,10,4,White,0,35.05,1498
35,64,15,6,6,2,5,White,0,28.33,1518
61,64,12,4,4,12,8,White,0,14.06,1920
45,68,17,4,6,13,2,White,0,19.23,2340
34,65,16,4,4,14,2,White,0,24.94,2017
49,62,17,5,7,19,9,Black,0,40.49,1976
34,64,12,4,4,14,2,White,0,13,2040
54,62,12,3,4,14,7,White,0,8.94,2080
43,66,17,8,8,11,3,White,0,23.54,1912
47,66,13,7,4,4,9,White,0,13,1768
29,67,12,4,7,1,6,White,0,6.2,2662
47,65,15,4,7,2,13,White,0,14.55,2750
50,64,16,4,4,6,29,White,0,50.98,2550
36,66,17,7,6,4,4,White,0,23.83,2350
49,69,13,4,4,3,12,White,0,24.74,1536
35,61,14,6,2,1,6,White,0,23.96,1920
73,67,16,5,7,14,20,White,0,36.33,2450
32,71,13,4,4,4,1,White,0,16.11,2070
46,64,11,4,4,2,1,White,0,15.11,2448
49,66,16,8,8,2,1,White,0,19.23,2080
64,66,17,5,2,6,7,White,0,15.69,3060
32,66,17,4,4,5,2,White,0,23.53,2040
45,64,16,8,8,3,3,White,0,92.32,2058
38,67,16,2,4,1,3,White,0,27.78,2880
34,66,13,3,3,3,2,White,0,13.24,2040
44,64,14,4,6,5,11,White,0,10.32,1938
57,64,11,2,3,16,25,White,0,12.2,2050
56,62,17,3,4,13,3,White,0,19.61,1530
41,67,17,7,7,9,6,White,0,53.57,3360
38,68,17,7,7,2,5,White,0,26.44,2080
37,68,17,4,4,3,4,White,0,22.06,2040
52,64,13,4,4,11,5,White,0,13.39,1419
69,65,12,2,2,46,5,White,0,24.34,1065
50,63,17,4,6,9,5,White,0,26.76,2590
47,69,16,5,6,1,6,White,0,19,2000
31,61,16,7,7,1,4,White,0,21.3,2040
57,67,16,7,7,15,3,White,0,68.75,1760
34,64,16,7,4,12,4,White,0,31.4,2070
27,65,16,3,3,2,1,White,0,19.5,2000
33,66,17,7,7,8,1,White,0,42.4,2500
31,68,17,8,7,1,1,White,0,58.22,1752
28,70,16,8,7,6,1,White,0,35.52,2196
31,66,17,8,7,6,1,White,0,41.2,2500
57,64,12,7,7,16,5,White,0,7.71,2074
38,63,14,4,4,6,6,White,0,14.74,1968
56,67,13,4,6,25,34,White,0,45.59,2040
30,68,14,4,6,4,3,White,0,44.59,1794
65,68,17,4,3,22,45,White,0,36.67,2400
45,68,17,4,4,10,1,White,0,24.29,1976
28,64,12,4,4,2,10,White,0,5.78,2244
48,62,8,2,3,2,20,White,0,15.11,2250
37,66,14,4,4,3,5,White,0,20.92,2008
54,61,12,4,4,15,37,White,0,19.05,1898
31,66,17,6,6,6,1,Other,0,33.73,2550
28,65,12,4,4,8,3,White,0,22.68,1984
22,64,15,4,6,1,3,White,0,18.94,2640
30,66,15,4,4,5,2,White,0,16.83,2080
66,63,13,4,4,5,15,White,0,17.06,2052
42,63,17,4,4,9,20,White,0,20.59,3885
26,69,16,4,5,3,2,White,0,21.08,1992
35,65,17,6,8,13,13,White,0,44.37,1544
33,66,17,6,6,9,2,White,0,33.54,1640
39,63,17,6,6,5,9,White,0,28.57,1960
56,66,15,6,3,3,35,White,0,7.36,1365
38,64,11,5,4,17,1,White,0,20.78,2550
27,61,13,6,4,2,6,White,0,21,2000
58,65,14,8,6,5,5,White,0,15.9,2550
29,62,15,7,6,11,1,White,0,19.12,2040
34,66,17,7,7,2,8,White,0,98.04,3060
33,68,17,6,7,5,3,White,0,35.02,1656
38,66,14,8,6,11,10,White,0,34.69,1960
46,66,14,4,4,7,5,White,0,14.18,2750
31,67,14,4,7,12,13,White,0,11.06,2080
28,66,12,5,5,4,2,White,0,18.93,1638
40,68,13,4,7,14,10,White,0,17,2040
44,64,17,4,4,13,14,White,0,42.55,1880
37,63,16,12,12,4,15,White,0,67.48,2964
39,66,14,3,2,18,12,White,0,17.16,2040
50,65,17,6,8,18,20,Other,0,31.8,1934
48,69,12,5,5,3,26,White,0,18.5,2024
40,66,17,20,7,17,2,White,0,72.46,1932
37,64,16,24,7,3,7,White,0,45.87,2180
42,69,16,6,6,19,10,White,0,24.39,1845
27,65,12,3,7,1,1,White,0,10.58,2080
41,66,17,8,7,7,7,White,0,25.1,2072
58,64,17,5,5,14,2,Black,0,18.05,2714
41,65,13,5,6,3,4,Black,0,8.6,1976
57,64,13,4,3,25,17,White,0,37.9,2480
38,64,12,3,4,11,6,White,0,17.51,2056
30,69,9,4,6,2,2,White,0,12.91,1936
53,64,16,7,7,21,25,White,0,34.22,1512
28,68,13,7,6,3,9,White,0,15.31,1960
61,64,12,5,3,29,35,White,0,27.45,2040
36,67,16,5,4,4,9,White,0,36.01,1666
38,65,12,4,4,19,5,White,0,10.78,2040
38,63,15,6,4,3,1,White,0,10.16,1476
48,70,13,3,4,2,5,White,0,12.35,2024
53,62,12,2,4,3,24,White,0,21.6,2056
41,65,12,4,4,8,6,White,0,21.01,1666
43,79,12,7,7,23,12,White,0,39.7,1864
36,63,16,4,4,1,3,White,0,35.23,2214
62,69,12,3,3,23,10,White,0,14.15,2050
35,68,14,6,2,6,4,White,0,17.29,2024
31,63,12,7,7,2,8,White,0,17.31,2080
43,69,16,12,12,10,4,White,0,47.39,1530
37,68,16,7,7,7,3,White,0,25,2080
27,64,16,7,7,5,3,Other,0,28.85,2080
55,69,13,3,6,13,5,White,0,15.63,1600
41,66,14,2,4,4,10,White,0,20.8,2000
47,66,12,4,4,11,28,White,0,15.15,2244
33,65,13,5,5,1,6,White,0,8.89,2080
63,65,14,4,4,38,17,White,0,10.78,2040
47,63,15,8,6,5,5,White,0,54.56,1008
61,65,12,6,4,33,9,White,0,33.51,1984
41,62,11,4,4,6,8,White,0,14.58,2277
32,69,14,4,4,6,6,White,0,14.42,1872
55,66,12,4,4,21,11,White,0,43.19,1806
47,65,12,3,4,12,19,White,0,18.13,1600
31,64,12,4,4,1,13,Black,0,14.09,1839
35,63,14,5,5,5,11,White,0,14.41,1887
39,68,14,4,4,7,15,White,0,5.97,2176
42,70,16,3,6,4,10,White,0,14.22,2040
41,64,15,4,4,8,5,White,0,24.51,2040
46,63,16,4,4,4,6,White,0,19.85,2024
49,63,14,4,4,2,15,White,0,15.5,3354
36,65,17,4,4,9,6,White,0,41.42,1690
61,70,12,12,12,4,29,White,0,16.67,1920
35,64,12,4,4,5,9,White,0,33.33,2550
36,63,16,7,7,8,4,White,0,47.33,2430
61,64,16,6,4,1,4,White,0,17.66,2180
32,66,16,7,7,8,2,White,0,36.76,1224
39,71,14,5,4,2,3,White,0,27.13,2064
62,66,12,6,12,2,2,White,0,34.62,2080
25,64,16,4,7,2,5,White,0,23.65,2241
38,67,17,6,7,6,15,Black,0,23.79,1934
39,66,11,7,4,1,19,White,0,22.88,1530
35,64,17,4,4,7,3,White,0,42.71,1920
64,65,16,4,7,16,25,White,0,41.33,1984
56,66,12,4,4,28,12,White,0,19.79,1920
60,65,13,4,4,20,7,Other,0,29.76,2520
