Year,Month,V_hwi,U,tightness
2012,3,3979,12713,0.312986707
2012,4,3793,12646,0.299936739
2012,5,3835,12660,0.302922591
2012,6,3911,12692,0.308146864
2012,7,3735,12656,0.295116941
2012,8,3809,12471,0.305428594
2012,9,3882,12115,0.32042922
2012,10,3775,12124,0.311365886
2012,11,3878,12005,0.32303207
2012,12,3970,12298,0.322816718
2013,1,3923,12471,0.314569802
2013,2,4004,11950,0.335062762
2013,3,4076,11689,0.34870391
2013,4,3988,11760,0.339115646
2013,5,4145,11654,0.355671872
2013,6,4150,11751,0.353161433
2013,7,3885,11335,0.342743714
2013,8,4085,11279,0.362177498
2013,9,4128,11270,0.366282165
2013,10,4222,11136,0.379130747
2013,11,4119,10787,0.381848521
2013,12,4121,10404,0.396097655
2014,1,4127,10202,0.404528524
2014,2,4373,10349,0.422552904
2014,3,4388,10380,0.422736031
2014,4,4566,9702,0.470624613
2014,5,4747,9859,0.481488995
2014,6,4982,9460,0.526638478
2014,7,4846,9608,0.504371357
2014,8,5349,9599,0.557245546
2014,9,4914,9262,0.530554956
2014,10,5012,8990,0.557508343
2014,11,4843,9090,0.532783278
2014,12,5130,8717,0.58850522
2015,1,5344,8885,0.60146314
2015,2,5466,8599,0.635655309
2015,3,5210,8515,0.611861421
2015,4,5598,8550,0.654736842
2015,5,5563,8834,0.629726058
2015,6,5248,8247,0.636352613
2015,7,6056,8167,0.741520754
2015,8,5467,7992,0.684059059
2015,9,5488,7907,0.694068547
2015,10,5773,7922,0.728730119
2015,11,5708,8000,0.7135
2015,12,5845,7907,0.739218414
2016,1,6012,7627,0.788252262
2016,2,5770,7702,0.749156063
2016,3,6129,7961,0.769878156
2016,4,5803,8067,0.71935044
2016,5,5777,7652,0.754966022
2016,6,5742,7744,0.741477273
2016,7,5962,7641,0.780264363
2016,8,5677,7784,0.729316547
2016,9,5868,7953,0.737834779
2016,10,5591,7811,0.715785431
2016,11,5971,7553,0.790546803
2016,12,5964,7521,0.792979657
2017,1,5646,7468,0.75602571
2017,2,5931,7379,0.803767448
2017,3,5813,7073,0.821857769
2017,4,6103,7089,0.860911271
2017,5,5810,7000,0.83
2017,6,6334,6873,0.921577186
2017,7,6203,6892,0.900029019
2017,8,6300,7082,0.889579215
2017,9,6279,6854,0.916107383
2017,10,6380,6700,0.952238806
2017,11,6282,6774,0.927369353
2017,12,6359,6632,0.958835947
2018,1,6601,6489,1.017259978
2018,2,6586,6581,1.000759763
2018,3,6833,6472,1.055778739
2018,4,6910,6459,1.06982505
2018,5,6987,6196,1.127663008
2018,6,7271,6447,1.127811385
2018,7,7209,6195,1.163680387
2018,8,7204,6156,1.170240416
2018,9,7352,6073,1.210604314
2018,10,7295,6211,1.174529061
2018,11,7574,6115,1.238593622
2018,12,7436,6389,1.163875411
2019,1,7478,6475,1.154903475
2019,2,7058,6136,1.150260756
2019,3,7332,6202,1.182199291
2019,4,7257,5961,1.217413186
2019,5,7279,5930,1.227487352
2019,6,7165,5935,1.207245156
2019,7,7137,6061,1.177528461
2019,8,7150,5945,1.202691337
2019,9,7100,5753,1.23413871
2019,10,7340,5871,1.250212911
2019,11,6915,5868,1.178425358
2019,12,6730,5853,1.14983769
2020,1,7154,5869,1.21894701
2020,2,7012,5753,1.218842343
2020,3,5769,7206,0.800582848
2020,4,4630,23084,0.200571825
2020,5,5447,20929,0.260260882
2020,6,6112,17652,0.346249717
2020,7,6717,16352,0.41077544
2020,8,6451,13461,0.479236312
2020,9,6611,12554,0.526605066
2020,10,6873,11072,0.620755058
2020,11,6766,10694,0.632691229
2020,12,6752,10770,0.626926648
2021,1,7099,10236,0.69353263
2021,2,7526,9995,0.752976488
2021,3,8288,9756,0.849528495
2021,4,9193,9762,0.941712764
2021,5,9483,9266,1.023418951
2021,6,10185,9462,1.076410907
2021,7,11098,8731,1.271102966
2021,8,10439,8276,1.261358144
