Date,Open,High,Low,Close,Adj Close,Volume
2019-05-24,6.418620,6.474986,6.404529,6.460895,5.825920,2002785
2019-05-27,6.474986,6.524306,6.474986,6.510214,5.870392,1423282
2019-05-28,6.489077,6.510214,6.439757,6.439757,5.806859,3480427
2019-05-29,6.425666,6.453849,6.411575,6.439757,5.806859,1925433
2019-05-30,6.411575,6.460895,6.411575,6.439757,5.806859,1825088
2019-05-31,6.397483,6.439757,6.376346,6.418620,5.787800,2332774
2019-06-03,6.362255,6.418620,6.362255,6.404529,5.775094,1015514
2019-06-04,6.397483,6.411575,6.362255,6.383392,5.756034,1558684
2019-06-06,6.362255,6.411575,6.348164,6.397483,5.768740,2409417
2019-06-07,6.397483,6.453849,6.383392,6.453849,5.819566,1007992
2019-06-10,6.460895,6.474986,6.397483,6.425666,5.794153,1732549
2019-06-11,6.432712,6.439757,6.411575,6.439757,5.806859,1620282
2019-06-12,6.418620,6.474986,6.411575,6.411575,5.781447,1662151
2019-06-13,6.411575,6.439757,6.376346,6.411575,5.781447,1762496
2019-06-14,6.404529,6.460895,6.376346,6.432712,5.800507,2992327
2019-06-17,6.439757,6.496123,6.390438,6.453849,5.819566,3161792
2019-06-18,6.482032,6.489077,6.432712,6.460895,5.825920,1658745
2019-06-19,6.496123,6.573626,6.482032,6.538397,5.895805,2345122
2019-06-20,6.545443,6.644082,6.545443,6.615900,5.965691,2121865
2019-06-21,6.608854,6.637037,6.566580,6.573626,5.927572,3424364
2019-06-24,6.531351,6.580671,6.524306,6.552488,5.908511,1825372
2019-06-25,6.566580,6.601808,6.545443,6.566580,5.921218,1807488
2019-06-26,6.566580,6.580671,6.496123,6.531351,5.889452,1884415
2019-06-27,6.482032,6.552488,6.474986,6.552488,5.908511,3853988
2019-06-28,6.552488,6.552488,6.482032,6.531351,5.889452,2757857
2019-07-01,6.566580,6.622945,6.566580,6.601808,5.952984,999760
2019-07-02,6.608854,6.629991,6.594763,6.615900,5.965691,1034959
2019-07-03,6.622945,6.679311,6.594763,6.637037,5.984750,2102420
2019-07-04,6.679311,6.693402,6.651128,6.658174,6.003811,1066893
2019-07-05,6.665219,6.735676,6.665219,6.686357,6.029223,1734536
2019-07-08,6.679311,6.693402,6.622945,6.679311,6.022870,1357426
2019-07-09,6.679311,6.707494,6.637037,6.665219,6.010163,831430
2019-07-10,6.693402,6.714539,6.651128,6.679311,6.022870,1150349
2019-07-11,6.686357,6.714539,6.658174,6.658174,6.003811,1337413
2019-07-12,6.665219,6.721585,6.665219,6.714539,6.054636,1116569
2019-07-15,6.714539,6.721585,6.665219,6.665219,6.010163,768413
2019-07-16,6.728631,6.728631,6.679311,6.686357,6.029223,1077964
2019-07-17,6.686357,6.707494,6.658174,6.707494,6.048284,1113163
2019-07-18,6.665219,6.714539,6.665219,6.714539,6.054636,1265596
2019-07-19,6.721585,6.834316,6.707494,6.799088,6.130876,2759844
2019-07-22,6.813179,6.813179,6.735676,6.763859,6.099109,853855
2019-07-23,6.777950,6.862499,6.770905,6.827270,6.156288,1578554
2019-07-24,6.827270,6.834316,6.763859,6.784996,6.118169,1374741
2019-07-25,6.756813,6.827270,6.756813,6.806133,6.137228,1466145
2019-07-26,6.784996,6.806133,6.756813,6.777950,6.111815,1080377
2019-07-29,6.763859,6.820225,6.735676,6.820225,6.149935,1139562
2019-07-30,6.820225,6.848407,6.799088,6.848407,6.175347,1910530
2019-07-31,6.883636,6.890681,6.784996,6.813179,6.143581,4412628
2019-08-01,6.601808,6.608854,6.453849,6.482032,5.981053,4422705
2019-08-02,6.482032,6.482032,6.383392,6.418620,5.922542,2780566
2019-08-05,6.383392,6.411575,6.348164,6.376346,5.883535,1824662
2019-08-06,6.341118,6.411575,6.341118,6.369301,5.877035,2061970
2019-08-07,6.369301,6.397483,6.341118,6.369301,5.877035,1556838
2019-08-08,6.390438,6.397483,6.355209,6.376346,5.883535,1508014
2019-08-13,6.383392,6.383392,6.312935,6.376346,5.883535,2796036
2019-08-14,6.404529,6.411575,6.319981,6.319981,5.831527,2816049
2019-08-15,6.319981,6.334072,6.270661,6.319981,5.831527,2377766
2019-08-16,6.298844,6.298844,6.242478,6.298844,5.812023,2110227
2019-08-19,6.298844,6.327026,6.270661,6.284752,5.799020,1641287
2019-08-20,6.277707,6.305889,6.277707,6.284752,5.799020,1154039
2019-08-21,6.291798,6.327026,6.284752,6.298844,5.812023,1237210
2019-08-22,6.298844,6.298844,6.270661,6.298844,5.812023,1268861
2019-08-23,6.305889,6.305889,6.256570,6.263615,5.779517,1419308
2019-08-26,6.228387,6.270661,6.200204,6.242478,5.760013,2253293
2019-08-27,6.214295,6.235433,6.172021,6.214295,5.734009,2796178
2019-08-28,6.186113,6.200204,6.122702,6.129747,5.655995,2811507
2019-08-29,6.115656,6.200204,6.094519,6.172021,5.695002,1626952
2019-08-30,6.235433,6.235433,6.179067,6.221341,5.740510,2435816
2019-09-02,6.157930,6.221341,6.157930,6.186113,5.708005,677719
2019-09-03,6.164976,6.228387,6.136793,6.228387,5.747012,1497086
2019-09-04,6.256570,6.270661,6.207250,6.242478,5.760013,1981495
2019-09-05,6.284752,6.369301,6.284752,6.334072,5.844528,2133787
2019-09-06,6.376346,6.390438,6.305889,6.355209,5.864032,1659454
2019-09-09,6.355209,6.404529,6.348164,6.369301,5.877035,476603
2019-09-10,6.369301,6.404529,6.369301,6.404529,5.909540,1091447
2019-09-11,6.425666,6.425666,6.348164,6.362255,5.870534,2934703
2019-09-12,6.376346,6.503169,6.376346,6.482032,5.981053,3643789
2019-09-13,6.496123,6.531351,6.467940,6.517260,6.013558,1660448
2019-09-16,6.439757,6.496123,6.418620,6.446803,5.948547,1461035
2019-09-17,6.439757,6.467940,6.397483,6.418620,5.922542,1548039
